client_id,client_district_id,client_age,client_gender
355,49,68.63561643835617,M
356,1,19.08219178082192,F
357,1,19.77260273972603,M
358,7,39.54520547945206,F
359,66,28.893150684931506,M
360,49,55.72054794520548,M
361,74,21.61917808219178,F
362,35,48.71506849315068,F
363,35,56.54246575342466,M
364,54,56.11232876712329,F
365,1,69.02465753424657,M
366,1,62.18356164383562,F
367,60,35.35342465753425,F
368,60,30.235616438356164,M
369,7,68.2,F
370,71,43.01917808219178,F
371,4,56.5013698630137,M
372,34,66.79178082191781,M
373,16,62.88493150684931,M
374,26,31.572602739726026,M
375,61,29.276712328767122,F
376,14,25.997260273972604,F
378,50,20.646575342465752,M
379,50,15.23013698630137,F
380,41,25.96712328767123,M
381,73,21.945205479452056,F
382,73,20.52054794520548,M
383,15,59.66849315068493,F
384,15,63.276712328767125,M
385,45,50.80821917808219,M
386,62,18.375342465753423,M
387,76,71.62191780821918,M
388,36,48.205479452054796,F
389,47,24.523287671232875,F
390,47,21.942465753424656,F
391,47,65.65753424657534,F
392,74,48.78630136986301,F
393,74,42.364383561643834,M
394,52,74.67397260273972,F
395,52,79.54794520547945,M
396,1,78.72054794520548,M
397,75,68.81369863013698,M
398,61,73.81917808219178,F
399,45,46.74794520547945,M
400,1,65.05753424657534,M
401,1,70.16438356164383,F
402,3,55.057534246575344,M
403,42,25.61917808219178,F
404,42,31.723287671232878,M
405,65,64.24657534246575,F
406,36,21.646575342465752,M
407,73,23.616438356164384,F
408,35,20.87123287671233,F
409,74,73.58904109589041,M
410,62,36.057534246575344,M
411,17,57.75616438356165,F
412,17,54.74520547945205,M
413,49,26.136986301369863,F
414,46,51.23835616438356,F
415,46,53.78904109589041,M
416,1,66.27945205479452,F
417,1,68.6082191780822,M
418,28,32.24109589041096,M
419,64,28.254794520547946,F
420,18,20.81917808219178,M
421,54,33.443835616438356,M
422,69,52.104109589041094,M
423,37,41.553424657534244,M
424,1,51.26849315068493,M
425,25,50.92054794520548,M
426,72,61.62739726027397,M
427,72,57.33698630136986,F
428,47,79.18082191780822,F
429,50,17.958904109589042,F
430,39,78.48219178082192,M
431,24,71.3013698630137,F
432,59,46.8,F
433,62,43.92876712328767,M
434,70,55.95890410958904,F
435,20,31.213698630136985,M
436,2,43.57808219178082,M
437,11,79.01095890410959,F
438,32,60.3013698630137,M
439,51,30.323287671232876,F
440,15,28.506849315068493,F
441,1,39.326027397260276,M
442,1,27.063013698630137,F
443,1,27.052054794520547,M
444,74,38.443835616438356,F
445,1,51.71780821917808,F
446,1,46.81917808219178,M
447,23,52.36164383561644,M
448,77,28.4,F
450,25,45.12602739726027,M
451,12,19.731506849315068,M
452,55,45.224657534246575,F
453,67,29.482191780821918,M
454,38,49.58082191780822,F
455,68,78.4876712328767,M
456,25,58.88219178082192,M
457,70,48.298630136986304,M
458,68,37.465753424657535,M
459,32,31.465753424657535,F
461,68,28.405479452054795,F
462,14,28.04931506849315,M
463,38,54.778082191780825,M
464,24,39.45205479452055,F
465,5,46.364383561643834,M
466,1,51.153424657534245,F
467,1,48.74246575342466,M
468,72,39.70958904109589,M
469,59,28.23835616438356,F
470,30,44.728767123287675,F
471,44,21.986301369863014,M
472,36,17.024657534246575,M
473,1,59.30958904109589,F
474,46,49.62191780821918,M
476,1,51.62191780821918,F
477,1,44.48219178082192,M
478,21,20.545205479452054,M
479,11,51.4027397260274,M
480,11,52.97260273972603,F
481,69,71.99178082191781,M
482,69,64.98630136986301,F
483,1,54.57260273972603,M
484,28,39.32876712328767,F
485,32,20.643835616438356,M
486,68,54.75890410958904,M
487,1,76.8054794520548,F
488,1,81.47123287671234,M
489,41,58.273972602739725,M
490,55,48.224657534246575,M
491,63,32.43013698630137,M
492,72,63.227397260273975,M
493,41,56.61643835616438,F
494,1,18.632876712328766,M
495,49,61.778082191780825,F
496,70,47.64931506849315,F
497,74,45.942465753424656,M
498,74,50.9972602739726,F
499,18,63.52876712328767,F
500,1,28.005479452054793,M
501,62,61.21917808219178,M
502,6,79.12054794520547,M
503,73,39.46849315068493,M
504,36,19.432876712328767,M
505,13,21.043835616438358,M
506,75,52.413698630136984,M
507,75,44.156164383561645,M
508,53,27.698630136986303,M
509,73,18.67945205479452,M
510,12,22.72876712328767,M
511,9,39.895890410958906,M
512,60,33.43561643835616,F
513,8,24.98904109589041,F
514,8,30.147945205479452,M
515,1,66.64657534246575,M
516,1,68.72876712328767,F
517,63,33.46027397260274,M
518,54,19.693150684931506,F
519,18,18.731506849315068,M
520,46,51.298630136986304,F
521,69,23.035616438356165,M
522,1,42.85753424657534,F
523,38,76.0931506849315,M
524,30,36.02191780821918,F
525,30,29.4027397260274,M
526,43,34.93972602739726,M
527,43,32.394520547945206,F
528,37,21.9013698630137,M
529,69,20.16986301369863,M
530,29,41.29041095890411,F
531,27,22.257534246575343,M
532,27,18.339726027397262,F
533,54,57.66027397260274,F
534,74,41.47397260273973,M
535,26,61.35342465753425,M
536,47,59.394520547945206,M
537,1,64.0027397260274,M
538,5,50.679452054794524,F
540,19,77.48219178082192,M
541,19,71.86575342465754,F
542,59,77.94520547945206,F
543,11,40.74246575342466,F
544,63,50.15890410958904,M
545,75,25.24109589041096,F
546,7,45.38356164383562,M
547,54,49.78904109589041,M
548,49,61.11780821917808,M
550,7,37.11232876712329,M
551,47,22.506849315068493,F
552,1,64.69589041095891,F
553,1,57.775342465753425,M
554,30,73.75342465753425,F
555,30,72.24657534246575,M
556,29,52.52054794520548,M
557,51,59.5013698630137,M
558,43,78.54520547945205,F
559,32,26.339726027397262,F
560,71,31.065753424657533,F
561,74,36.16712328767123,F
562,49,23.293150684931508,F
563,72,37.33698630136986,F
564,72,43.967123287671235,M
565,64,39.52602739726027,F
566,47,52.863013698630134,F
567,47,48.701369863013696,M
568,8,38.47945205479452,F
569,73,36.57260273972603,M
570,61,57.95616438356164,F
571,3,74.31232876712329,M
572,3,78.46301369863014,F
573,69,31.416438356164385,M
574,1,26.035616438356165,M
575,58,28.764383561643836,M
576,58,24.65753424657534,F
577,1,35.0986301369863,F
578,23,21.5013698630137,F
579,72,65.63287671232877,F
581,70,49.93972602739726,F
582,1,48.298630136986304,M
583,75,34.02191780821918,F
584,33,22.65205479452055,F
585,40,56.8986301369863,F
586,40,51.1972602739726,M
587,25,53.52054794520548,F
588,61,38.224657534246575,F
589,45,37.31506849315068,M
590,44,49.90958904109589,M
591,65,24.19178082191781,F
592,26,33.47945205479452,M
593,60,44.50958904109589,F
596,69,50.221917808219175,M
597,55,55.895890410958906,M
598,1,28.02191780821918,M
599,1,21.638356164383563,F
601,56,32.83013698630137,M
602,56,33.98082191780822,F
603,13,32.83835616438356,F
604,1,33.443835616438356,F
605,1,28.367123287671234,F
606,10,49.967123287671235,F
607,64,34.78082191780822,M
608,67,26.353424657534248,M
609,52,36.35616438356164,M
610,74,19.40821917808219,F
611,36,46.24931506849315,M
612,36,38.16712328767123,F
613,1,21.40821917808219,F
614,14,51.945205479452056,F
615,68,49.33424657534247,F
616,58,24.016438356164382,M
617,70,24.81917808219178,M
618,57,66.84109589041095,F
619,6,78.36986301369863,M
620,6,80.93698630136986,F
621,54,59.83561643835616,M
622,74,67.15342465753425,F
623,24,73.37534246575342,M
624,24,66.47945205479452,F
625,60,20.117808219178084,F
626,9,18.731506849315068,M
627,17,26.742465753424657,M
628,17,28.61917808219178,F
629,16,22.827397260273973,M
630,61,46.863013698630134,M
631,70,42.80821917808219,F
632,67,52.83287671232877,M
633,67,60.5972602739726,F
635,17,71.55890410958904,F
636,17,63.915068493150685,M
637,39,28.065753424657533,F
638,54,37.93424657534246,F
639,31,20.43013698630137,M
640,26,19.72876712328767,M
641,40,36.52054794520548,F
642,40,35.21095890410959,M
643,1,49.586301369863016,F
644,35,37.71780821917808,F
645,14,73.07945205479452,M
646,34,76.30958904109589,F
647,34,69.78630136986301,M
648,70,63.3041095890411,F
649,13,20.682191780821917,F
651,54,22.945205479452056,F
652,61,60.106849315068494,M
653,1,68.15890410958905,F
654,64,56.66575342465753,F
655,32,56.0986301369863,M
656,1,42.6,M
657,8,72.52876712328766,F
658,8,72.07945205479452,M
659,24,33.09041095890411,M
660,16,75.83287671232877,M
661,16,80.01643835616439,F
662,5,53.43835616438356,M
663,24,76.0,M
664,77,18.8,F
665,62,66.78630136986301,F
666,26,16.621917808219177,M
667,26,17.46301369863014,F
668,1,56.057534246575344,F
669,12,42.06301369863014,F
670,1,39.97260273972603,M
671,10,27.863013698630137,F
672,46,69.1917808219178,F
673,36,59.21643835616438,M
674,11,72.02191780821917,F
675,50,23.153424657534245,M
676,70,45.92876712328767,M
677,5,35.632876712328766,M
678,39,65.64109589041095,F
679,8,58.827397260273976,M
680,8,58.68767123287671,F
681,15,21.975342465753425,M
682,18,19.21095890410959,M
683,76,53.37808219178082,F
684,3,22.742465753424657,F
685,72,68.0986301369863,F
686,32,27.265753424657536,F
687,32,23.942465753424656,M
688,1,44.69315068493151,M
689,70,34.43835616438356,M
690,38,56.18904109589041,M
691,38,55.00547945205479,F
692,74,63.016438356164386,F
693,74,63.83835616438356,M
694,29,62.88493150684931,M
695,28,43.54520547945206,M
696,28,46.11506849315069,F
697,1,24.687671232876713,M
698,75,44.87397260273973,M
699,26,76.74794520547945,F
700,12,69.16164383561645,M
702,31,30.16986301369863,F
703,4,39.71232876712329,M
704,54,23.687671232876713,M
705,19,60.1013698630137,M
706,1,50.441095890410956,M
707,1,57.087671232876716,M
708,50,21.10958904109589,F
709,1,64.05205479452054,M
710,23,73.14246575342466,M
711,48,35.4027397260274,F
712,54,36.1013698630137,M
713,20,18.77260273972603,F
714,31,28.252054794520546,M
715,1,46.99452054794521,F
716,1,44.106849315068494,F
717,54,30.687671232876713,M
718,54,38.868493150684934,F
719,46,24.413698630136988,M
720,29,44.35068493150685,M
721,43,58.917808219178085,M
722,62,28.12054794520548,F
723,12,41.463013698630135,F
724,65,45.942465753424656,F
725,75,42.084931506849315,M
726,16,63.92602739726028,M
727,32,68.4986301369863,F
728,32,66.9945205479452,M
729,63,29.813698630136987,F
730,63,25.4,M
731,74,19.956164383561642,F
732,74,20.506849315068493,M
733,46,20.443835616438356,M
734,46,13.972602739726028,F
735,1,25.115068493150684,M
736,1,21.698630136986303,F
737,74,46.18904109589041,M
738,25,78.82191780821918,M
739,72,56.75068493150685,M
740,55,75.2027397260274,M
741,74,57.52054794520548,M
742,1,47.24657534246575,F
743,1,57.90958904109589,M
744,26,58.49589041095891,M
745,52,32.9013698630137,F
746,52,36.73698630136986,M
747,24,45.397260273972606,F
748,25,62.25479452054795,M
749,25,65.47123287671234,F
750,70,42.28493150684932,F
751,70,39.843835616438355,M
752,72,54.06849315068493,M
753,72,58.30958904109589,F
754,63,51.61369863013699,F
755,72,51.14794520547945,M
756,31,78.69041095890411,M
757,71,28.052054794520547,F
758,68,37.46027397260274,F
759,29,43.64931506849315,M
760,57,62.394520547945206,F
762,21,61.74246575342466,M
763,75,71.40547945205479,F
764,49,43.24931506849315,F
765,65,29.02191780821918,M
766,1,72.54794520547945,F
767,1,75.59726027397261,M
768,32,67.32054794520548,F
769,40,21.06027397260274,M
772,64,54.0958904109589,M
773,4,63.21643835616438,M
774,70,25.84931506849315,M
775,51,58.12602739726027,F
776,1,45.6958904109589,F
777,1,37.64383561643836,M
778,13,58.61643835616438,M
779,69,54.59178082191781,F
780,3,74.8986301369863,M
781,72,53.31780821917808,M
782,5,35.81643835616438,F
783,27,27.791780821917808,F
784,27,34.032876712328765,M
785,63,64.35616438356165,M
786,53,20.334246575342465,M
787,3,51.1013698630137,M
788,47,24.345205479452055,M
789,4,67.32602739726028,M
790,63,31.671232876712327,F
791,68,48.29041095890411,F
793,21,20.92054794520548,M
794,21,19.476712328767125,F
796,1,79.3945205479452,M
797,8,50.964383561643835,M
798,27,58.92602739726028,F
799,27,62.90958904109589,M
803,35,47.90958904109589,M
804,35,42.96986301369863,F
806,60,18.706849315068492,M
807,53,29.216438356164385,F
808,31,35.11780821917808,M
809,49,79.26849315068493,M
810,58,53.30684931506849,F
811,58,58.635616438356166,M
812,39,58.10958904109589,M
813,70,34.94794520547945,M
814,19,39.27945205479452,M
815,22,34.202739726027396,F
816,17,40.942465753424656,F
818,54,32.704109589041096,M
819,74,40.512328767123286,M
820,74,38.178082191780824,F
821,49,50.673972602739724,M
822,37,39.679452054794524,F
823,41,42.21643835616438,M
824,27,46.35342465753425,M
825,74,21.764383561643836,M
826,1,20.953424657534246,M
827,10,33.347945205479455,F
828,10,40.087671232876716,M
829,24,41.64931506849315,M
830,69,50.38082191780822,M
831,2,50.701369863013696,M
832,67,75.07671232876713,F
833,5,38.583561643835615,M
834,54,76.0931506849315,M
835,28,55.23835616438356,F
836,28,50.583561643835615,M
837,71,24.232876712328768,M
838,71,30.92876712328767,F
839,47,43.654794520547945,F
840,20,61.726027397260275,M
841,69,17.9013698630137,M
842,12,65.54246575342465,F
843,54,41.35616438356164,F
844,22,54.0,M
845,22,45.95068493150685,F
846,35,49.11780821917808,M
847,49,19.03287671232877,M
849,26,59.61369863013699,F
850,19,29.2986301369863,M
851,25,79.6,M
852,25,82.63287671232877,F
853,70,49.61643835616438,M
854,72,57.202739726027396,F
855,58,68.97260273972603,M
856,23,79.9972602739726,M
857,32,50.895890410958906,M
858,47,39.78904109589041,F
859,1,30.446575342465753,F
860,1,31.087671232876712,M
861,1,42.32876712328767,F
862,30,47.02191780821918,M
863,54,30.10958904109589,F
864,11,45.797260273972604,M
865,11,52.1972602739726,F
866,38,23.12054794520548,F
870,70,41.68493150684932,M
871,76,24.827397260273973,M
872,35,35.88219178082192,M
873,60,55.02739726027397,M
874,14,46.35342465753425,F
875,14,42.0958904109589,M
876,1,38.12602739726027,M
877,5,71.9945205479452,F
878,5,78.76164383561644,M
879,38,55.104109589041094,F
880,49,38.8986301369863,M
881,5,23.873972602739727,F
882,70,65.35616438356165,F
883,75,79.04109589041096,F
884,75,80.27123287671233,M
885,34,75.94794520547946,M
886,34,50.94794520547945,M
887,66,25.10958904109589,F
888,28,25.2,M
889,54,17.2,F
890,77,79.81369863013698,M
891,33,67.96438356164384,M
892,42,76.66027397260274,F
893,43,63.23561643835617,F
894,75,64.41643835616438,M
895,39,28.517808219178082,M
896,36,25.706849315068492,F
897,36,17.783561643835615,M
898,38,55.72054794520548,F
899,38,54.92054794520548,M
900,73,21.742465753424657,M
901,39,79.08493150684932,M
902,23,48.413698630136984,M
903,31,64.86849315068493,M
904,1,66.94246575342466,M
905,38,58.23013698630137,M
906,65,20.55890410958904,M
907,51,50.843835616438355,M
908,51,37.846575342465755,F
909,23,23.334246575342465,M
910,1,37.28767123287671,M
911,43,59.134246575342466,M
912,76,78.22739726027397,M
913,1,60.16164383561644,M
914,1,78.0027397260274,F
915,12,23.682191780821917,M
916,3,40.536986301369865,M
917,25,25.30958904109589,F
918,26,34.04657534246575,M
921,7,44.912328767123284,F
922,22,26.394520547945206,F
923,22,20.375342465753423,M
924,1,45.50410958904109,M
925,54,39.413698630136984,M
926,1,17.953424657534246,M
927,1,24.2,M
928,66,47.26027397260274,F
929,30,63.73698630136986,M
930,68,39.38082191780822,F
931,16,30.589041095890412,M
932,3,51.298630136986304,M
933,33,20.824657534246576,F
934,33,16.38082191780822,M
935,42,52.66301369863014,F
936,42,55.463013698630135,M
937,1,67.17808219178082,M
938,59,54.43835616438356,F
939,21,46.443835616438356,M
940,53,38.416438356164385,M
941,10,63.28493150684932,M
942,12,67.37808219178082,F
943,12,62.30684931506849,M
944,39,28.057534246575344,M
945,39,21.98904109589041,F
946,54,47.43835616438356,M
948,49,74.74520547945205,M
949,3,22.446575342465753,M
950,76,33.74520547945205,F
951,76,38.31506849315068,M
952,63,47.704109589041096,F
953,25,61.24931506849315,M
954,1,56.23835616438356,F
955,57,28.945205479452056,M
956,1,32.21917808219178,M
957,56,57.06301369863014,F
958,56,56.701369863013696,M
959,11,36.32876712328767,F
960,16,41.74794520547945,F
961,15,67.2904109589041,F
962,19,32.88767123287671,M
963,64,32.06301369863014,F
964,10,45.227397260273975,F
965,13,26.101369863013698,F
966,13,20.345205479452055,M
967,76,19.54794520547945,M
968,69,41.8986301369863,M
970,36,41.78904109589041,M
971,46,80.05479452054794,F
972,46,81.71232876712328,M
973,14,28.257534246575343,F
974,14,35.54794520547945,M
975,1,39.5013698630137,F
976,16,43.14794520547945,F
977,76,72.69589041095891,F
978,56,30.583561643835615,F
979,56,32.14246575342466,M
980,40,37.27945205479452,M
981,5,38.536986301369865,M
984,20,49.53150684931507,M
985,20,52.0027397260274,F
986,74,43.66027397260274,M
987,60,46.64931506849315,M
988,40,59.293150684931504,F
989,40,65.42465753424658,M
990,71,37.04657534246575,M
991,32,57.553424657534244,M
992,19,50.64931506849315,M
993,44,29.18904109589041,F
994,36,27.7013698630137,M
995,36,25.18904109589041,F
996,1,18.528767123287672,F
997,59,48.172602739726024,M
998,59,45.54246575342466,F
999,74,32.35616438356164,F
1000,74,37.205479452054796,M
1001,44,51.75342465753425,M
1002,42,54.85479452054795,F
1003,31,61.21095890410959,F
1004,3,41.295890410958904,M
1006,46,56.55068493150685,F
1007,46,61.03013698630137,M
1008,6,42.51780821917808,M
1009,33,36.706849315068496,F
1010,33,43.40821917808219,M
1011,16,59.512328767123286,M
1012,70,32.9041095890411,F
1013,70,25.824657534246576,M
1014,1,67.94246575342466,M
1015,62,64.84931506849315,M
1016,62,58.487671232876714,F
1017,6,55.92328767123288,F
1018,53,53.87671232876713,M
1019,14,52.06301369863014,F
1020,72,21.660273972602738,F
1021,2,21.421917808219177,M
1022,31,58.48219178082192,M
1023,1,60.05205479452055,M
1024,25,42.78904109589041,M
1025,15,34.50684931506849,M
1026,57,19.4027397260274,M
1027,1,58.1972602739726,F
1028,1,64.2931506849315,M
1029,1,44.827397260273976,F
1030,1,51.26027397260274,M
1031,2,30.076712328767123,F
1032,1,60.21369863013699,F
1033,1,61.25753424657534,M
1034,52,24.156164383561645,F
1035,13,27.783561643835615,F
1036,13,22.084931506849315,M
1037,1,33.18904109589041,F
1038,69,37.298630136986304,F
1039,70,18.235616438356164,F
1040,1,38.56712328767123,M
1041,72,37.51780821917808,M
1042,17,32.29041095890411,F
1043,17,35.15068493150685,M
1044,9,27.32054794520548,F
1045,60,51.057534246575344,F
1046,1,23.372602739726027,M
1047,16,35.5013698630137,F
1048,70,24.263013698630136,F
1049,1,56.178082191780824,M
1050,27,27.523287671232875,F
1051,73,27.36986301369863,F
