account_id,account_district_id,statement_freq,account_date_opened
1006,6,MONTHLY,38
830,74,MONTHLY,38
9188,45,MONTHLY,38
1965,57,TRANSACTION,38
1134,6,MONTHLY,39
1601,10,MONTHLY,39
2861,38,MONTHLY,40
813,16,MONTHLY,40
2585,75,MONTHLY,40
2220,16,MONTHLY,40
2763,64,MONTHLY,41
2342,51,MONTHLY,41
1944,72,MONTHLY,42
1966,27,MONTHLY,42
1801,46,MONTHLY,43
2543,68,MONTHLY,43
2293,31,MONTHLY,43
11013,1,WEEKLY,44
2423,30,MONTHLY,44
142,51,MONTHLY,45
3424,74,MONTHLY,46
539,13,TRANSACTION,46
979,21,MONTHLY,46
3554,66,MONTHLY,46
3545,51,MONTHLY,47
3047,16,MONTHLY,47
3374,21,MONTHLY,47
96,68,MONTHLY,48
461,30,MONTHLY,48
3593,1,MONTHLY,48
3026,24,MONTHLY,48
1054,10,MONTHLY,49
2433,71,MONTHLY,49
3691,50,MONTHLY,49
3787,70,MONTHLY,49
128,2,MONTHLY,49
3168,39,MONTHLY,50
4937,12,MONTHLY,50
2124,69,MONTHLY,50
322,1,MONTHLY,50
4355,31,MONTHLY,51
1678,1,MONTHLY,52
2396,2,MONTHLY,52
1005,54,WEEKLY,53
697,28,MONTHLY,53
925,59,MONTHLY,53
2110,64,MONTHLY,53
1366,60,MONTHLY,54
1050,57,TRANSACTION,54
3117,33,MONTHLY,54
562,50,MONTHLY,55
5369,54,MONTHLY,55
2242,7,WEEKLY,55
197,1,MONTHLY,55
496,69,MONTHLY,56
2,1,MONTHLY,56
7401,1,MONTHLY,56
2486,1,MONTHLY,57
428,1,MONTHLY,57
3651,23,MONTHLY,57
1775,17,MONTHLY,57
1688,70,MONTHLY,57
361,51,MONTHLY,57
1829,43,MONTHLY,57
1575,1,MONTHLY,57
9203,70,MONTHLY,57
3008,72,MONTHLY,57
239,69,WEEKLY,59
3302,21,MONTHLY,60
415,25,MONTHLY,61
3513,20,MONTHLY,61
4134,7,MONTHLY,61
1077,14,MONTHLY,61
1713,43,MONTHLY,61
1378,59,MONTHLY,62
2503,1,MONTHLY,63
559,46,MONTHLY,63
6555,38,WEEKLY,63
744,42,MONTHLY,64
882,9,MONTHLY,64
86,54,MONTHLY,65
1126,56,MONTHLY,66
2666,49,MONTHLY,66
944,70,MONTHLY,66
1545,1,MONTHLY,66
2453,1,MONTHLY,66
3734,43,MONTHLY,66
3935,23,MONTHLY,66
396,21,MONTHLY,66
2694,7,MONTHLY,66
4596,74,MONTHLY,67
2489,72,MONTHLY,67
2895,19,MONTHLY,67
317,76,MONTHLY,68
2555,53,MONTHLY,68
494,60,MONTHLY,69
2219,60,MONTHLY,69
2581,72,MONTHLY,69
112,6,MONTHLY,70
3674,38,MONTHLY,70
2039,44,MONTHLY,70
2712,9,MONTHLY,70
395,1,MONTHLY,70
2974,9,MONTHLY,71
123,21,MONTHLY,71
9640,1,MONTHLY,71
3108,53,MONTHLY,72
2508,34,MONTHLY,72
2458,40,WEEKLY,72
588,66,MONTHLY,72
7231,10,MONTHLY,72
6701,49,WEEKLY,73
3883,72,MONTHLY,73
222,37,MONTHLY,73
2497,65,MONTHLY,74
1372,1,MONTHLY,74
3835,50,MONTHLY,74
7445,64,MONTHLY,76
2527,38,MONTHLY,77
425,9,MONTHLY,77
860,1,MONTHLY,77
6034,6,WEEKLY,77
11065,11,MONTHLY,77
9883,1,MONTHLY,77
115,68,MONTHLY,77
1189,59,MONTHLY,77
3675,64,MONTHLY,78
3069,66,MONTHLY,78
2762,19,MONTHLY,78
892,70,MONTHLY,78
1535,46,MONTHLY,78
2618,60,MONTHLY,79
2651,2,MONTHLY,79
5442,34,MONTHLY,80
1787,30,WEEKLY,80
1397,17,MONTHLY,80
3785,10,MONTHLY,82
623,1,MONTHLY,82
8260,31,MONTHLY,82
3678,1,MONTHLY,82
3001,1,MONTHLY,82
655,53,MONTHLY,82
4093,1,MONTHLY,83
3260,68,MONTHLY,83
2528,65,MONTHLY,83
2011,75,MONTHLY,83
1721,68,MONTHLY,83
1332,59,MONTHLY,83
1402,74,MONTHLY,84
3283,68,MONTHLY,84
3781,31,MONTHLY,84
7203,71,MONTHLY,84
1065,72,MONTHLY,85
3076,54,MONTHLY,85
4347,1,MONTHLY,85
1157,7,MONTHLY,85
9403,1,WEEKLY,85
1874,9,MONTHLY,85
1115,34,MONTHLY,85
3586,59,MONTHLY,85
62,47,MONTHLY,86
1771,69,MONTHLY,86
5483,13,MONTHLY,86
8330,48,MONTHLY,86
187,5,MONTHLY,86
423,12,MONTHLY,86
6425,31,MONTHLY,87
2493,62,MONTHLY,87
2896,29,MONTHLY,88
2245,29,MONTHLY,88
3923,52,MONTHLY,88
1898,70,MONTHLY,90
3367,1,MONTHLY,90
3391,74,MONTHLY,90
8519,23,MONTHLY,91
1780,1,MONTHLY,91
3915,65,MONTHLY,91
3980,75,MONTHLY,92
4350,63,MONTHLY,93
686,41,MONTHLY,93
362,15,MONTHLY,93
299,77,MONTHLY,94
2488,5,MONTHLY,95
2985,71,MONTHLY,95
385,5,MONTHLY,96
2817,56,MONTHLY,96
2056,58,MONTHLY,96
2002,1,MONTHLY,97
748,10,MONTHLY,97
220,72,MONTHLY,98
1422,68,MONTHLY,98
1147,44,MONTHLY,99
3788,70,MONTHLY,99
1891,32,MONTHLY,99
1239,1,MONTHLY,99
8321,77,MONTHLY,101
3213,51,MONTHLY,101
2838,3,WEEKLY,102
3644,38,MONTHLY,102
4318,33,WEEKLY,102
2648,51,MONTHLY,102
2313,26,WEEKLY,102
5428,24,MONTHLY,103
7123,64,TRANSACTION,103
279,39,MONTHLY,103
104,37,MONTHLY,104
497,55,MONTHLY,104
1152,45,MONTHLY,104
83,26,MONTHLY,105
2008,52,MONTHLY,105
3327,45,MONTHLY,105
5740,43,MONTHLY,105
8132,5,WEEKLY,106
10738,45,WEEKLY,106
2216,74,MONTHLY,106
1815,66,MONTHLY,106
2823,57,MONTHLY,107
4321,47,MONTHLY,107
1773,33,MONTHLY,108
7454,4,MONTHLY,108
188,54,MONTHLY,109
10973,18,WEEKLY,109
2599,48,MONTHLY,109
1166,11,MONTHLY,110
504,73,MONTHLY,110
1518,67,MONTHLY,110
2189,75,MONTHLY,111
6040,1,MONTHLY,111
2876,52,MONTHLY,111
1505,69,MONTHLY,112
6897,48,MONTHLY,112
4377,28,MONTHLY,113
717,75,MONTHLY,113
9707,70,MONTHLY,113
2814,72,MONTHLY,114
3068,59,MONTHLY,114
1476,61,MONTHLY,115
897,38,MONTHLY,115
977,1,MONTHLY,115
2639,17,MONTHLY,115
1032,11,MONTHLY,115
928,20,MONTHLY,115
168,31,MONTHLY,116
2175,1,MONTHLY,116
10105,55,MONTHLY,117
1392,60,MONTHLY,117
3697,45,MONTHLY,118
5313,40,MONTHLY,118
2222,47,MONTHLY,120
2641,7,MONTHLY,121
5423,15,MONTHLY,121
2609,73,MONTHLY,122
5472,1,MONTHLY,123
2932,72,MONTHLY,123
4254,70,MONTHLY,123
3965,31,MONTHLY,123
10656,8,MONTHLY,124
887,1,MONTHLY,124
4743,64,MONTHLY,124
1048,35,MONTHLY,124
1671,6,MONTHLY,124
1236,19,MONTHLY,124
1822,30,MONTHLY,124
3316,28,MONTHLY,125
2037,20,MONTHLY,125
10079,62,MONTHLY,125
3999,35,MONTHLY,125
551,77,MONTHLY,126
1200,33,MONTHLY,126
1161,66,MONTHLY,127
5372,48,MONTHLY,127
3050,60,MONTHLY,127
1784,59,MONTHLY,127
1603,1,MONTHLY,128
1887,68,MONTHLY,128
1644,1,MONTHLY,128
1658,73,MONTHLY,129
44,32,MONTHLY,129
1039,70,WEEKLY,129
1071,68,WEEKLY,129
2410,54,MONTHLY,130
2523,10,MONTHLY,130
790,54,MONTHLY,130
2583,62,MONTHLY,130
1782,8,MONTHLY,131
751,3,MONTHLY,131
2061,24,MONTHLY,131
8261,13,MONTHLY,131
2321,35,MONTHLY,132
1334,74,MONTHLY,133
3649,54,MONTHLY,133
555,24,MONTHLY,134
3173,39,MONTHLY,134
863,71,MONTHLY,135
3181,42,MONTHLY,135
3210,1,MONTHLY,136
489,16,MONTHLY,136
947,59,MONTHLY,136
3284,64,MONTHLY,136
1610,52,MONTHLY,136
4225,55,MONTHLY,137
1412,64,MONTHLY,137
1937,36,MONTHLY,137
991,39,MONTHLY,137
1180,20,MONTHLY,138
2758,70,MONTHLY,138
2711,58,MONTHLY,138
1652,74,MONTHLY,139
3099,70,MONTHLY,139
11111,1,MONTHLY,139
9591,74,MONTHLY,139
9828,11,MONTHLY,139
5385,44,WEEKLY,140
23,30,MONTHLY,141
2645,54,MONTHLY,141
2991,19,MONTHLY,141
3469,76,MONTHLY,141
1851,55,MONTHLY,142
3844,67,MONTHLY,142
1442,23,MONTHLY,142
3064,40,MONTHLY,142
3558,4,MONTHLY,142
1534,1,MONTHLY,143
334,1,MONTHLY,143
1786,1,MONTHLY,144
1272,40,WEEKLY,144
2436,67,MONTHLY,144
3796,53,MONTHLY,144
119,27,MONTHLY,144
3063,72,MONTHLY,145
18,43,WEEKLY,145
11320,44,MONTHLY,145
3888,39,MONTHLY,146
1584,30,MONTHLY,146
5546,43,MONTHLY,147
2029,55,MONTHLY,148
10911,1,WEEKLY,148
2467,33,MONTHLY,148
2962,1,MONTHLY,149
165,25,MONTHLY,151
1617,45,MONTHLY,151
327,54,MONTHLY,152
2068,21,MONTHLY,152
4448,60,MONTHLY,152
640,32,MONTHLY,152
510,1,WEEKLY,152
2534,61,MONTHLY,153
1018,7,MONTHLY,153
1285,65,MONTHLY,154
3670,27,MONTHLY,154
1743,51,MONTHLY,154
3072,8,MONTHLY,155
2146,31,MONTHLY,155
4576,27,MONTHLY,155
3258,53,MONTHLY,155
2176,67,MONTHLY,156
8934,51,MONTHLY,156
1999,70,MONTHLY,156
2741,15,MONTHLY,157
4427,32,MONTHLY,157
3682,70,MONTHLY,157
2862,33,MONTHLY,157
3032,5,MONTHLY,157
701,69,MONTHLY,158
6281,56,MONTHLY,158
306,16,MONTHLY,158
1207,67,MONTHLY,158
1247,25,MONTHLY,158
5343,64,MONTHLY,158
5129,68,MONTHLY,158
3713,14,WEEKLY,158
2327,19,MONTHLY,158
774,1,MONTHLY,158
1990,1,MONTHLY,159
2388,30,MONTHLY,159
3566,21,MONTHLY,159
10266,54,MONTHLY,160
3771,22,MONTHLY,161
1978,57,WEEKLY,161
2022,72,MONTHLY,161
3542,49,MONTHLY,161
1515,11,MONTHLY,161
4171,28,MONTHLY,162
433,20,MONTHLY,162
1373,47,MONTHLY,162
3246,54,MONTHLY,164
1475,1,WEEKLY,164
3133,66,MONTHLY,164
2779,73,MONTHLY,165
135,75,MONTHLY,165
446,50,MONTHLY,165
9093,47,MONTHLY,166
432,46,MONTHLY,166
2880,71,MONTHLY,166
5767,72,MONTHLY,166
1998,1,MONTHLY,167
2554,36,MONTHLY,168
2933,10,MONTHLY,168
773,15,MONTHLY,169
4894,14,MONTHLY,170
3969,39,MONTHLY,170
1277,31,MONTHLY,170
5120,1,MONTHLY,171
738,34,MONTHLY,171
1299,1,MONTHLY,171
148,8,MONTHLY,171
899,72,MONTHLY,171
3521,75,MONTHLY,172
3786,21,MONTHLY,172
886,1,MONTHLY,173
5228,77,TRANSACTION,173
702,12,MONTHLY,173
300,1,MONTHLY,173
1451,64,MONTHLY,174
2940,54,MONTHLY,174
1837,23,MONTHLY,174
3954,22,MONTHLY,175
885,1,MONTHLY,175
2697,8,MONTHLY,176
8129,45,MONTHLY,176
1930,3,MONTHLY,177
2411,69,MONTHLY,177
3775,19,MONTHLY,177
9034,1,MONTHLY,178
902,74,MONTHLY,179
630,71,MONTHLY,179
3096,68,MONTHLY,179
2552,52,MONTHLY,181
3435,59,MONTHLY,181
5215,55,MONTHLY,181
36,1,MONTHLY,181
2687,76,MONTHLY,181
1861,54,MONTHLY,182
2464,33,TRANSACTION,182
2736,72,MONTHLY,182
1145,31,MONTHLY,183
2298,31,MONTHLY,183
929,54,MONTHLY,183
381,68,MONTHLY,184
3778,52,MONTHLY,184
1118,48,MONTHLY,184
4352,2,MONTHLY,185
1322,17,MONTHLY,185
1852,35,MONTHLY,185
8173,11,MONTHLY,185
2705,63,TRANSACTION,185
9472,1,WEEKLY,186
368,77,MONTHLY,186
1425,76,MONTHLY,186
8027,44,WEEKLY,187
3261,1,MONTHLY,187
35,75,MONTHLY,187
2186,63,MONTHLY,187
1566,73,MONTHLY,187
78,74,MONTHLY,187
3939,70,MONTHLY,188
2584,50,MONTHLY,188
2336,39,MONTHLY,188
2078,62,MONTHLY,188
3882,10,MONTHLY,189
4159,74,MONTHLY,189
907,41,MONTHLY,189
1411,54,MONTHLY,189
1684,32,WEEKLY,190
3748,1,MONTHLY,190
2213,68,MONTHLY,191
1062,6,MONTHLY,191
273,24,TRANSACTION,191
10320,68,MONTHLY,191
1416,66,WEEKLY,192
3277,36,MONTHLY,192
1892,28,MONTHLY,193
3413,70,MONTHLY,193
3654,47,MONTHLY,193
3000,28,MONTHLY,194
3955,64,MONTHLY,194
1544,69,MONTHLY,194
9703,68,MONTHLY,195
234,73,MONTHLY,195
3241,44,MONTHLY,196
3465,1,MONTHLY,196
3152,1,MONTHLY,196
1497,1,MONTHLY,196
3078,1,MONTHLY,196
400,28,MONTHLY,197
1902,50,WEEKLY,197
757,50,MONTHLY,199
1116,1,MONTHLY,200
5700,42,MONTHLY,200
3267,64,MONTHLY,201
3222,4,MONTHLY,201
408,41,MONTHLY,201
2818,40,MONTHLY,201
6273,38,MONTHLY,201
2513,70,MONTHLY,202
3493,63,MONTHLY,202
1201,61,MONTHLY,203
4478,70,MONTHLY,203
2915,57,MONTHLY,203
9833,20,MONTHLY,204
2253,74,MONTHLY,204
1069,70,MONTHLY,204
207,2,MONTHLY,205
3212,70,MONTHLY,205
4035,1,MONTHLY,205
1268,74,MONTHLY,205
3287,18,MONTHLY,206
6226,74,WEEKLY,206
2123,64,MONTHLY,206
3982,26,MONTHLY,207
2701,71,MONTHLY,207
3629,48,MONTHLY,207
2841,71,MONTHLY,207
563,53,MONTHLY,207
2732,5,MONTHLY,207
1297,70,MONTHLY,207
7485,39,MONTHLY,208
2088,4,MONTHLY,208
225,1,MONTHLY,208
1630,72,MONTHLY,208
403,1,MONTHLY,209
445,63,WEEKLY,209
186,1,WEEKLY,209
3720,36,MONTHLY,210
574,70,MONTHLY,210
1429,57,MONTHLY,210
3580,43,MONTHLY,212
7819,38,MONTHLY,212
759,23,MONTHLY,212
6363,74,MONTHLY,212
3738,51,MONTHLY,212
4000,7,MONTHLY,213
9041,1,MONTHLY,214
2620,22,MONTHLY,214
3609,28,MONTHLY,214
1382,48,MONTHLY,214
930,41,MONTHLY,214
1925,12,MONTHLY,214
1834,62,MONTHLY,214
1507,35,MONTHLY,214
7857,75,MONTHLY,215
6636,72,WEEKLY,215
601,29,MONTHLY,215
3298,29,MONTHLY,215
2938,1,MONTHLY,215
2199,1,MONTHLY,215
3745,5,MONTHLY,215
3699,50,MONTHLY,216
816,52,MONTHLY,216
3656,53,MONTHLY,217
2038,42,MONTHLY,217
2542,21,MONTHLY,218
1136,12,MONTHLY,218
1589,37,MONTHLY,218
3136,69,MONTHLY,218
3547,54,MONTHLY,218
26,52,MONTHLY,219
657,47,MONTHLY,219
3538,58,MONTHLY,219
2167,16,MONTHLY,219
3127,66,MONTHLY,219
47,45,MONTHLY,219
3850,8,MONTHLY,220
5366,70,MONTHLY,220
747,39,MONTHLY,220
3166,71,MONTHLY,221
11021,1,MONTHLY,221
1701,1,MONTHLY,221
3613,43,MONTHLY,221
3600,27,MONTHLY,221
3792,10,MONTHLY,222
523,1,MONTHLY,222
3808,38,MONTHLY,222
1401,1,MONTHLY,223
541,61,MONTHLY,223
1023,21,MONTHLY,224
3683,33,MONTHLY,224
3220,29,MONTHLY,225
1779,33,MONTHLY,226
1912,64,MONTHLY,226
238,6,MONTHLY,226
3113,67,MONTHLY,227
5481,52,MONTHLY,227
3035,15,WEEKLY,227
942,9,MONTHLY,227
3221,5,MONTHLY,228
2616,1,MONTHLY,228
2137,4,TRANSACTION,228
978,73,MONTHLY,229
2771,37,MONTHLY,229
3891,1,MONTHLY,229
9236,11,MONTHLY,229
274,76,MONTHLY,231
552,14,MONTHLY,231
2417,44,MONTHLY,231
3868,43,MONTHLY,232
9869,12,MONTHLY,232
1875,44,MONTHLY,232
8212,52,TRANSACTION,232
3477,71,MONTHLY,233
1513,30,MONTHLY,234
3053,11,MONTHLY,234
1057,13,MONTHLY,234
6030,47,MONTHLY,235
3407,28,MONTHLY,235
1761,24,MONTHLY,235
3306,75,MONTHLY,235
162,60,MONTHLY,236
5011,31,MONTHLY,236
965,20,MONTHLY,236
1305,57,MONTHLY,236
815,56,MONTHLY,236
1449,35,MONTHLY,237
950,49,MONTHLY,237
3361,45,MONTHLY,237
3837,48,TRANSACTION,237
33,22,MONTHLY,237
2894,17,MONTHLY,239
2510,61,MONTHLY,239
389,30,MONTHLY,239
6051,56,MONTHLY,239
730,4,MONTHLY,239
1694,6,WEEKLY,240
721,76,MONTHLY,240
1106,20,WEEKLY,240
3319,56,MONTHLY,240
10451,1,MONTHLY,240
172,13,MONTHLY,241
3920,74,MONTHLY,243
3011,64,MONTHLY,243
1337,23,MONTHLY,243
2592,69,MONTHLY,243
146,4,MONTHLY,244
2576,1,MONTHLY,244
3195,40,MONTHLY,244
8073,24,TRANSACTION,245
4463,67,MONTHLY,245
2082,36,MONTHLY,245
2020,13,MONTHLY,246
160,23,MONTHLY,246
7607,1,MONTHLY,247
117,31,MONTHLY,247
3509,2,MONTHLY,247
151,76,MONTHLY,248
1719,1,MONTHLY,248
3456,32,MONTHLY,248
2951,44,MONTHLY,248
7190,49,MONTHLY,248
1827,10,MONTHLY,248
1689,55,MONTHLY,249
1197,68,MONTHLY,249
5952,50,MONTHLY,249
6930,41,MONTHLY,250
1107,42,MONTHLY,250
8475,4,MONTHLY,250
3575,7,MONTHLY,250
2691,69,MONTHLY,250
3323,13,MONTHLY,250
2428,72,MONTHLY,250
2649,2,MONTHLY,250
2907,70,MONTHLY,251
1091,16,MONTHLY,251
1487,66,MONTHLY,252
3157,77,MONTHLY,252
4414,24,MONTHLY,252
2302,24,MONTHLY,252
1410,74,MONTHLY,253
1146,67,MONTHLY,254
8564,68,MONTHLY,254
750,73,MONTHLY,254
2150,37,MONTHLY,254
10940,50,MONTHLY,255
9337,30,MONTHLY,255
861,22,MONTHLY,255
10440,72,MONTHLY,255
10036,1,MONTHLY,255
1234,6,MONTHLY,255
7774,74,TRANSACTION,256
1547,72,MONTHLY,256
1079,74,MONTHLY,256
3863,15,MONTHLY,256
3480,58,MONTHLY,256
2671,1,MONTHLY,257
1705,70,MONTHLY,257
3028,27,MONTHLY,257
3310,25,MONTHLY,257
6715,48,WEEKLY,257
3255,1,MONTHLY,257
3751,9,MONTHLY,257
2987,18,MONTHLY,258
857,77,MONTHLY,258
3042,10,MONTHLY,258
2695,16,MONTHLY,258
2849,1,MONTHLY,258
2802,1,MONTHLY,258
34,67,WEEKLY,259
7133,1,MONTHLY,259
699,1,MONTHLY,259
2282,29,WEEKLY,259
8489,19,MONTHLY,260
837,46,MONTHLY,260
8759,1,MONTHLY,260
1602,33,MONTHLY,261
2958,48,MONTHLY,261
3408,62,MONTHLY,261
153,77,MONTHLY,261
3268,21,MONTHLY,262
854,62,MONTHLY,263
1831,1,MONTHLY,263
39,36,MONTHLY,264
1811,40,MONTHLY,264
3822,8,MONTHLY,264
1404,7,WEEKLY,264
517,76,MONTHLY,264
1440,55,MONTHLY,264
3505,46,MONTHLY,265
1804,20,WEEKLY,265
2617,1,MONTHLY,266
467,74,MONTHLY,266
4437,40,MONTHLY,266
1453,61,WEEKLY,267
3977,7,MONTHLY,267
8982,64,MONTHLY,267
27,73,MONTHLY,268
4511,33,MONTHLY,268
1052,61,MONTHLY,269
10227,62,TRANSACTION,269
3171,61,MONTHLY,270
228,5,MONTHLY,270
3618,29,MONTHLY,271
1016,40,MONTHLY,271
15,70,MONTHLY,274
3237,20,MONTHLY,274
1485,36,MONTHLY,275
7769,23,MONTHLY,275
2613,26,MONTHLY,275
2201,8,MONTHLY,277
1896,74,MONTHLY,277
5387,1,MONTHLY,277
3535,1,MONTHLY,277
1120,1,MONTHLY,277
235,41,MONTHLY,278
3701,76,MONTHLY,278
1516,67,MONTHLY,280
4543,33,MONTHLY,280
2427,70,WEEKLY,280
1981,64,MONTHLY,280
8566,74,MONTHLY,280
678,17,MONTHLY,280
4659,56,MONTHLY,280
4059,34,MONTHLY,280
4013,73,TRANSACTION,280
7011,75,MONTHLY,280
2132,76,MONTHLY,280
1816,44,MONTHLY,280
2623,58,MONTHLY,281
2793,47,MONTHLY,281
2479,18,MONTHLY,281
11135,75,MONTHLY,282
8041,1,MONTHLY,282
492,5,MONTHLY,282
799,56,MONTHLY,282
3972,51,MONTHLY,283
1468,54,MONTHLY,283
624,70,MONTHLY,283
3483,40,MONTHLY,284
4260,56,MONTHLY,286
616,43,MONTHLY,286
931,59,MONTHLY,287
102,11,MONTHLY,288
540,75,MONTHLY,288
2660,1,WEEKLY,289
4287,1,MONTHLY,289
3551,6,MONTHLY,289
2072,41,MONTHLY,289
4119,77,MONTHLY,290
1345,28,MONTHLY,291
1565,36,MONTHLY,292
2824,11,MONTHLY,292
2052,61,MONTHLY,292
1767,21,MONTHLY,292
2140,75,MONTHLY,293
1051,35,MONTHLY,293
3927,56,MONTHLY,294
2050,1,MONTHLY,294
2276,31,MONTHLY,294
126,5,MONTHLY,295
2859,11,MONTHLY,295
2667,23,MONTHLY,295
1789,46,MONTHLY,295
838,47,MONTHLY,295
3264,70,MONTHLY,295
198,70,MONTHLY,297
2345,5,MONTHLY,297
5256,72,TRANSACTION,297
40,64,MONTHLY,297
419,13,MONTHLY,297
3892,43,MONTHLY,297
1217,69,MONTHLY,297
397,11,MONTHLY,298
3146,68,MONTHLY,298
287,16,MONTHLY,299
2180,45,MONTHLY,299
354,59,MONTHLY,300
259,2,MONTHLY,300
1666,67,MONTHLY,302
1495,36,MONTHLY,304
2582,28,MONTHLY,304
4470,16,MONTHLY,304
1381,57,MONTHLY,304
2435,38,MONTHLY,304
542,1,MONTHLY,304
1123,13,MONTHLY,304
3225,1,MONTHLY,304
1133,1,MONTHLY,304
3086,1,MONTHLY,305
2250,35,MONTHLY,305
340,1,MONTHLY,306
4079,52,MONTHLY,306
841,1,MONTHLY,307
2269,6,MONTHLY,307
2867,30,MONTHLY,307
3371,68,MONTHLY,307
520,60,MONTHLY,307
743,10,MONTHLY,308
3640,10,MONTHLY,308
3354,63,MONTHLY,308
107,64,MONTHLY,308
243,55,WEEKLY,309
3687,71,MONTHLY,309
1984,73,MONTHLY,310
4173,1,MONTHLY,311
2700,74,MONTHLY,311
2318,73,MONTHLY,311
7965,55,MONTHLY,311
3352,42,MONTHLY,311
4255,70,WEEKLY,311
73,72,MONTHLY,311
3948,1,MONTHLY,312
648,13,MONTHLY,312
3688,70,MONTHLY,313
462,29,MONTHLY,313
3243,1,MONTHLY,313
8625,64,MONTHLY,313
321,47,MONTHLY,314
3548,23,MONTHLY,314
5984,11,MONTHLY,314
3091,3,MONTHLY,314
626,72,MONTHLY,314
998,47,MONTHLY,314
3326,5,MONTHLY,314
2457,76,MONTHLY,314
2549,74,MONTHLY,315
1947,35,MONTHLY,315
2738,41,MONTHLY,315
1809,1,WEEKLY,315
519,24,MONTHLY,315
2665,61,MONTHLY,316
1114,6,WEEKLY,316
8957,1,MONTHLY,316
2271,68,MONTHLY,316
196,4,MONTHLY,317
3218,41,MONTHLY,317
3660,74,MONTHLY,317
787,10,MONTHLY,317
3820,1,MONTHLY,317
10906,76,MONTHLY,317
914,73,MONTHLY,317
9656,61,MONTHLY,317
1941,60,MONTHLY,318
3617,22,MONTHLY,318
3370,49,MONTHLY,318
1664,56,MONTHLY,318
4337,29,MONTHLY,319
2557,40,MONTHLY,320
1527,31,TRANSACTION,320
3938,57,MONTHLY,320
1686,11,MONTHLY,321
10670,60,MONTHLY,321
3309,66,MONTHLY,323
3107,5,MONTHLY,323
8377,29,MONTHLY,323
345,5,MONTHLY,323
498,1,MONTHLY,324
